Date,Time,Location,Airline/Op,Aboard,Fatalities,Summary
1996,20, Russia,Tyumen Aviatrans,34,5,"In a heavy snowstorm, the aircraft landed short and right of the runway striking three Mil Mi-8 helicopters and bursting into flames."
1996,8, Brazil,TAM (Brazil),95,95,The aircraft crashed shortly after takeoff into a residential area striking a building. Uncommanded deployment of the thrust reverser on the right engine.
1996,8, Guatemala,Transported Areos Profesionales - TAPSA,16,16,"The plane crashed into a mountain 1 hour after take off, at an altitude of 900 ft., in strong winds, while on approach to Santa Elena."
1996,9, France,Jetcom S.A.,8,8,"The pilot reported that an engine failed just as he started to descend for a landing. He later informed ATC he could not feather the propeller. The  aircraft subsequently crashed and burned in a field.  The accident was due to inappropriate management of the flight following jamming of the propeller in an intermediate position after the right engine crankshaft ruptured. The inappropriate management was due to the pilot’s relative lack of experience on this aircraft type, his false notions about the aircraft’s performance and about the existence of a flight level to maintain level flight with an unfeathered propeller and an heavy aircraft and a series of misjudged strategies to attempt to continue the flight then to land at Limoges when the aircraft’s altitude no longer made this possible."
1996,17, Nigeria,Aviation Development Corporation,143,143,The plane crashed mid-way along its scheduled 50 minute route. The aircraft went into a roll and lost control after taking evasive action to avoid another aircraft. The plane was flying almost at the speed of sound when it crashed and disintegrated. ATC error. The controller thought he had cleared to aircraft to FL100 but the aircraft was still flying at FL240.
1996,18, India,Saudi Arabian Airlines / Kazastan Airlines,349,349,"Midair collision 17 km W of New Delhi.  The Saudi 747 had just taken off from New Delhi airport ascending to 14,000 feet while the Il-76 was descending. Three hundred twelve aboard the B-747 and thirty-seven aboard the Il-76 were killed. The Il-76 descended below its assigned altitude. The death toll was reduced from 351 to 349 after Kazastan Airlines reported 37 aboard rather than 39. Neither aircraft was equipped with an Airborne Collision Avoidance System. The 747 had taken off from Delhi and had been cleared to climb to FL140.  Meanwhile, the IL76, which was inbound to Delhi on the same airway, had been cleared to descend to FL150. However, due to a misunderstanding, the pilot and most of the cockpit crew of the IL76 believed the flight had been cleared to continue down to FL140. The Indian accident report attributed the failure of most of the IL76 crew to correctly understand the situation to their lack of a working knowledge of English. Also contributing to the crew's decision to continue the descent below their clearance limit were poor cockpit resource management, a lack of leadership by the captain, a lack of co-ordination between the crew and a general casual attitude to the conduct of the flight."
1996,, Kenya,Kismayo Airlines,8,8,
1996,, Russia,Komi Avia,15,14,Lost altitude and crashed while en route in poor weather. Icing.
1996,17, Illinois,United Express  / Private,14,14,"While landing on Runway 13 at Baldwin Field, the United Express collided with the King Air which was taking off on Runway 4. The collision took place where the two runways intersect. Both planes caught fire and rescuers were unable to open the door to the Beech 1900-C because of impact damage. All twelve aboard the United Express and the two pilots aboard the King Air were killed. King Air pilots' failure to use proper communications and 'see-and-avoid' procedures at an uncontrolled airport. Involvement of a third aircraft that transmitted unnecessary and inappropriate messages."
1996,19, CA,Military - U.S. Air Force,11,10,"Crashed 60 miles west of Cape Mendocino in the PacifiOcean. The crew reported losing an engine, followed by complete electrical failure."
1996,15, Comoros,Ethiopian Airlines,175,127,"The aircraft was hijacked shortly after taking off from Ethiopia by three drunken escaped prisoners. They demanded to be flown to Australia, but wouldn't let the pilot stop to refuel. The plane eventually ran out of fuel and ditched 500 feet offshore of Le Galawa Beach on the island of Grand Comoros. When it was aparent the plane was out of fuel, the hijackers fought the pilot for control of the aircraft. In the last seconds aloft, the left wing tip struck the water and the plane crashed into the sea flipping at least once before breaking into several  parts. The water was shallow but many passengers had inflated their safety vests which prevented them from swimming out from under the cabin and they drowned."
1996,11, Arkansas,ArctiTransportation Services,1,1,"Shortly after taking off the cargo plane turn back toward the airport, increased it's bank angle until the aircraft hit the ground. Failure of the pilot to maintain control of the airplane, while maneuvering to reverse direction after takeoff, after encountering an undetermined anomaly. The undetermined anomaly was a related factor."
1996,11,Abakan,Military - Russian Air Force,23,23,The aircraft crashed shortly after takeoff. Overloaded.
1996,10, Colombia,ACES Colombia,15,14,The aircraft crashed into a mountain 5 minutes after takeoff. The plane stalled while trying to clear a mountain.  Overloaded.
1996,15, Indonesia,Dirgantara Air Services,17,16,"After experiencing a No.2 engine fire and while attempting to return to the airport, the aircraft's wing struck a building short of the runway."
1996,18, Idaho,Emery Worldwide,2,2,"Shortly after takeoff  the crew reported they had the right engine on fire. They attempted to return for an emergency landing but the cargo plane crashed right wing low, cartwheeled and burst into flames short of the runway. A fire within the right engine compartment of undetermined cause and the pilot-in-command's failure to maintain airspeed above the aircraft's minimum control speed. A factor contributing to the accident was the dark night environmental conditions"
1996,, Russia,Military - Russian Air Force,18,18,Crashed 8km from the airfield after taking off in strong winds and heavy snow.
1996,22, Colombia,SELVA,4,4,The cargo plane crashed short of the runway while attempting to land.
1996,18, Virginia,Airborne Express,6,6,"The cargo struck mountainous terrain after experiencing a stall during tests. The inappropriate control inputs applied by the flying pilot during a stall recovery attempt, the failure of the non-flying pilot-in-command to recognize, address and correct these inappropriate control inputs, and the failure of Airborne Express to establish a formal, functional evaluation flight program that included adequate program guidelines, requirements and pilot training for performance of these flights. Contributing to the cause of the accident were the inoperative stick shaker stall warning system and Airborne Express DC-8 flight training simulator's inadequate fidelity in reproducing the airplane's stall characteristics."
1996,15, India,Military - Indian Air Force,22,22,Crashed while en route after the pilot reported an engine fire. Undetected cracks in the engine not detected during routine maintenance.
1996,10, New Hampshire,Aircraft Charter Group Inc,2,2,"The cargo plane was on a positioning flight when it struck rising terrain while making an approach to land. The captain's failure to maintain situational awareness, which resulted in the airplane being outside the confines of the instrument approach; and the crew's misinterpretation of a step-down fix passage, which resulted in an early descent into rising terrain. Factors included the captain's misreading of the instrument approach procedure, the crew's rushed and incomplete instrument approach briefing, their failure to use additional, available navigational aids, and their failure to account for the winds at altitude."
1997,18, North Carolina,Tar Heel Aviation,2,2,"While on approach the plane struck power lines and came to rest in shallow water. The pilot's continued VFR flight into instrument meteorological conditions. Factors in this accident were; fog, the low ceiling, and the dark night."
1997,11, Samoa,Polynesian Airlines,5,3,Crashed onto a mountin in high winds and rain after being diverted from another airport.
1997,15, Michigan,Comair,29,29,"While on approach and attempting to land on runway 3R at Detroit Metropolitan Wayne County Airport, in a snowstorm, the aircraft went into a steep dive and crashed into a field. The accident was caused by the FAA's failure to establish adequate aircraft certification standards for flight in icing conditions.  Contributing to the accident were the flightcrew's decision to operate in icing conditions near the lower margin of the operating airspeed envelope (with flaps retracted), and Comair's failure to establish and adequately disseminate unambiguous minimum airspeed values for flap configurations and for flight in icing conditions."
1997,23, Arkansas,Southcentral Air,2,1,"While en rote the plane experienced engine trouble. The crew decided to divert to Sparrevohn. While attempting to land the plane encountered strong turbulence from surrounding mountains. Although full power was applied to the good engine the plane crashed into terrain. Loss of the right engine propeller control oil, which led to an overspeed of the right engine and propeller, and necessitated a shut-down of the right engine; and failure of the pilot to maintain adequate altitude/distance from terrain during visual approach for a precautionary landing at an alternate airport. Factors relating to the accident were: fluctuation of the left engine power, premature lowering of the airplane flaps, and an encounter with adverse weather conditions (including high winds, severe turbulence, and white-out conditions) during the approach."
1997,, Nigeria,Skypower Express Airways,16,5,After being in a holding pattern for over an hour the plane hit trees and a  power line and crashed 700m short of the runway.
1997,14, Senegal,Air Senegal,52,25,The aircraft crashed shortly after taking off fromTambacoumba after losing power in the left engine. Fuel contamination.
1997,17, Angola,Force Area Populaire de Angola,37,37,The plane took off from Luanda bound for Cafunfo in northeastern Angola when it disappeared en route.  Witnesses later stated the plane appeared to be in trouble and flying at a low altitude before it crashed.
1997,19,Northern Israel,Military - Israel Air Force /Military -  Israel Air Force,73,73,The two military helicopters crashed into each other while taking off in darkness killing all aboard.
1997,12, Brazil,Varig,52,1,The aircraft touched down hard. The right main landing gear collapsed causing the plane to veer to the right and end up in a wooded area. The first officer was killed.
1997,3, Guatemala,Transpolar,5,5,Flew into a mountain while on approach.
1997,,Lake Simcoe,Air Georgian,1,1,Slipped off the ice landing strip and flipped over.
1997,, Colombia,Air Pereira,4,4,Shortly after taking off the plane flew into a mountain and was destroyed.
1997,, Angola,ALADA,16,16,Crashed short of the runway in dense fog while attempting to land a second time at Lucapa.
1997,18, Iran,Military - Iranian Air Force,88,88,The plane was carrying military personnel and their families and crashed 24 miles NE of Mashhad in the Binalud Heights. The pilot reported engine failure prior the crash.
1997,10, Russia,Stavropol Airlines,50,50,"The aircraft lost altitude from FL 197 and crashed into a forest while en route from Stavropol, Russia to Trabzon, Turkey. Reports indicated that an in-flight  fire and an explosion led to the separation of the tail section prior to the crash. Superficial mechanical inspection of the aircraft which was carried out without the use of monitoring instruments and subsequent unjustified decision to extend the time between overhauls.  Inadequate monitoring to determine the state of structural elements and detect the presence of corrosion in hard-to-reach areas under the floor of the fuselage. Failure to carry out prescribed anti-corrosion measures on the aircraft structure during overhaul."
1997,, Honduras,Military - U.S. Air Force,10,3,"While landing the aircraft overran the runway, hit a concrete drainage ditch, when through a fence and came to rest on a highway where it caught fire."
1997,0, Georgia,Custom Air Service,2,2,"On a positioning flight, while taking off the plane suffered engine failure, overran the runway and crashed into a vacant building."
1997,20, Alaska,Hageland Aviation Services,5,5,After making two approaches the pilot decided to head back to the departure airport. He flew north at an altitude beneath minimum radar coverage. The plane impacted the frozen ArctiOcean in a right bank and at a 60 degree nose-down attitude. The pilot's intentional VFR flight into instrument meteorological conditions and his failure to maintain altitude and clearance from terrain. A contributing factor was the weather conditions.
1997,, DemocratiRepubliCongo,TAAG Angola Airlines,7,3,The cargo plane became airborne but soon lost altitude and crashed to the ground and burst into flames.
1997,, Azerbaijan,Azerbaijan Airlines,6,6,"A stray bullet from training soldiers struck the landing plane, hitting an oxygen cylinder. A fire broke out and control of the plane was lost and it crashed."
1997,, Niger,Military - Niger Air Force,14,14,
1997,7, Indonesia,Merpati Nusantara Airlines,53,15,"During the final stage of a visual approach, one of the aircraft's engines failed. The crew failed to correctly identify the problem and because of the flight regime, the propeller did not autofeather. The approach was continued, however, as the aircraft descended through about 2,000ft., power was applied at the start of a go-around. Control was lost and the aircraft crashed."
1997,18, Afghanistan,Military - Afghan Republican Air Force,36,36,The transport crashed into a mountain.
1997,21, China,China Southern Airlines,74,35,"The aircraft touched down hard, causing the nosegear to collapse. The pilot chose to to go-around. The aircraft climbed away but shortly after, the pilot declared an emergency and attempted to land on the runway in the opposite direction. The aircraft crashed on the runway, broke up and caught fire.The accident happened in poor weather with heavy rain associated with local thunderstorm activity."
1997,7, Congo,Bazair,27,27,Crashed shortly after taking off. Fire in the cabin.
1997,, Mongolia,MIAT - Mongolian Airlines,12,7,The aircraft crashed while attemping to land. Windshear. Lack of windshear equipment at the airport.
1997,3, India,Elbee Airlines,2,2,Shortly after taking off the cargo plane crashed into the ocean. The pilot lost control when he encountered severe weather conditions soon after taking off.
1997,, Alaska,Air Taxi,5,4,"While en route, the aircraft lost engine power and the pilot tried to land in a small lake but stalled and crashed into marsh. A loss of engine power due to the fatigue failure of the no.1 exhaust push rod."
1997,, Colombia,Military - Colombian Army,29,25,Shot down by rebels.
1997,9, Brazil,TAM (Brazil),60,1,An explosion caused explosive decompression and a six-foot hole in the side of the fuselage. One passenger was sucked out and killed.  A small bomb containing only 7 ounces of explosives was placed under a passenger seat.  It is reported that the police believed the bomb was planted as part of a failed suicide attempt by one of the passengers.
1997,21, Cuba,Cubana de Aviacion,44,44,The plane crashed into the ocean 4 miles off the coast shortly after takeoff. Possible failure of the left engine during takeoff.
1997,17, Alaska,Haines Airways - Air Taxi,6,4,"The sightseeing plane lost engine power and ditched in 39 degree water. Jamming/failure of the left magneto impulse coupling, which stopped rotation of the magneto gear, and resulted in subsequent shearing of the accessory intermediate idler gear."
1997,11, Indonesia,Sempati Air,50,30,"The aircraft developed engine trouble (left engine caught on fire) shortly after taking off.  While attempting to make an emergency landing at Sulaiman AFB, the plane clipped roof tops of a housing project and crashed into a nearby field."
1997,10,  New Guinea,Goroka Air Services,4,2,Crashed into Mt. Yasirua in poor weather. Navigational error. No published instrument flying procedures. No GPS used for primary navigation.
1997,13, Thailand,Singapore Airlines,2,2,On a training flight the instructor misread the Ranong DME and causing the trainee pilot to descend below minimum altitude in poor weather conditions. The aircraft  flew into high terrain.
1997,, Nigeria,ADC Airlines,55,1,Overshot the runway in heavy rain and came to rest in brush.
1997,10, Italy,Air Littoral,17,1,"The aircraft touched down at excessive speed, far down the runway threshold, bounced twice and overran the runway."
1997,1, Guam,Korean Airlines,254,229,"The aircraft crashed into Nimitz Hill, 3 miles short of Runway 06R, while making a non-precision approach in heavy rain to A.B. Won Guam International Airport. The runway glide slope system was inoperative. In addition, the Minimum Safe Altitude Warning system (MSAW) was also not working due to a software problem. The captain’s failure to adequately brief and execute the non-precision approach and the first officer's and flight engineer's failure to effectively monitor and cross-check the captain’s execution of the approach. Contributing to these failures were the captain's fatigue and Korean Air's  inadequate flight crew training. Contributing to the accident was the Federal Aviation Administration's (FAA) intentional inhibition of the MSAW at Guam and the agency's failure to adequately manage the system."
1997,12, Florida,Fine Air,4,4,"Immediately after taking off the plane went into a nose-high attitude, stalled and crashed to the ground. The probable cause of the accident, which resulted from the airplane being misloaded to produce a more aft center of gravity and a correspondingly incorrect stabilizer trim setting that precipitated an extreme pitch-up at rotation, was (1) the failure of Fine Air to exercise operational control over the cargo loading process and  (2) the failure of Aeromar to load the airplane as specified by Fine Air. Contributing to the accident was the failure of the FAA to adequately monitor Fine Airs operational control responsibilities for cargo loading and the failure of the FAA to ensure that known cargo-related deficiencies were corrected at Fine Air."
1997,8, Taiwan,Formosa Airlines,16,16,The aircraft flew into a mountain and exploded in flames after a missed approach and while executing a go-around in rain and high winds. The pilot turned right instead of left when initiating the go-around.
1997,13,100 miles SW of Kuujjuaq,Private,2,2,"French Canadian actress Marie-Soleil Tougas, 27, and  film director Jean-Claude Lauzon, 43, were killed when their Cessna crashed into a mountainside in strong winds and rain. They were returning from a fishing trip. While the cause of the accident is officially listed as unable to determine, an unexplained distraction and/or the effects of an optical illusion may have contributed to distracting the pilot's attention from flying the circuit."
1997,16,Tindal,Air taxi,5,5,While flying at a low altitude the aircraft experienced engine trouble and crashed into trees. The engine failed due to fuel exhaustion. The pilot did not take advantage of suitable areas available for a forced landing. The aircraft stalled at a height from which recovery was not considered possible.
1997,19, Brazil,Air taxi - TAM,2,2,While en route the plane went into a steep dive and impacted terrain.
1997,, Venezuela,SATENA,12,12,Collided with a Cessna 206 (OB-1450) and crashed 3 miles from the airfield. Six killed on the Pilatus and 6 on the Cessna
1997,14, Cambodia,Vietnam Airlines,66,65,"The plane was on a flight from Ho Chi Minh City to Phnom Penh when it crashed while making an approach to Pochentong International Airport in heavy rain. The plane clipped palm trees and exploded in flames after crashing into a rice paddy, one-half mile from the runway. The only survivor was a one-year-old boy. Pilot error. The captain failed to heed the warnings of the flight engineer and first officer that the plane was flying too low and failed to abort the landing."
1997,19, Malaysia,Borneo Airways,10,10,Struck tree tops and crashed into Lambir Hill while on approach to land at Miri.
1997,, Zaire,TMK Air Commuter,22,22,The aircraft was destroyed when it flew into a hillside during an approach to Uvira.
1997,17, Africa,Military - Luftwaffe / Military - USAF,33,33,"Midair collision at 39,000 ft. The Tupolev 154 aircraft was flying at the wrong cruise altitude which caused the midair collision. Twenty-four killed aboard the Tupolev and 9 aboard the C-141. Contributing factors included weak flight-following procedures of the Luanda ATC and  poor regional ground communications."
1997,13, Indonesia,Garuda Indonesia Airlines,234,234,The aircraft crashed into mountainous terrain 15 minutes before it was due to land at Medan on a flight from Jakarta. The aircraft crashed 20 miles from the airport. ATC error in directing the plane in the wrong direction into mountainous terrain that was obscured by smoke and haze due to forest fires in the area.
1997,7, Colorado,SceniAirlines,9,9,"Collided with terrain at the 9,900 foot level on the Uncompahgre Plateau. The pilot's failure to maintain sufficient airspeed for undetermined reasons while maneuvering the airplane near maximum gross weight and aft center of gravity in or near instrument meteorological conditions, which resulted in a loss of control and entry into a stall/spin."
1997,3, Gambia,Naysa Aerotaxis,9,8,Crashed 3km short of the runway at Banjul International Airport in heavy rain and thunderstorms.
1997,22, Uruguay,Austral Lineas Aeras (Argentina),74,74,"The aircraft crashed  near Nuevo Berlin, a town on the banks of the Uruguay River, after changing its route to avoid heavy rain and hail. A crater 25 feet deep crater was created where the plane crashed into the earth.  Pitot heater failure."
1997,, Taiwan,Military - Republiof China Air Force,5,5,Crashed in poor weather.
1997,17,Monterey Bay,Private,1,1,"The aircraft had just finished performing 3 touch-and-go landings at Monterey Peninsula Airport. Shortly after taking off a fourth time, witnesses heard the engine make popping noises, bank to the right, pitch up, and go into a steep dive from about a  500 foot altitude and crash into the sea about 150 yards offshore. Singer John Denver, 53, who was piloting the plane, was killed. Denver, an experienced pilot with over 2,800 flying hours, had only a little over an hour in the experimental plane. The accident was caused by the inadvertent application of right rudder by the pilot as he attempted to manipulate the fuel selector handle. The unmarked fuel selector handle in this aircraft was located in a hard to reach area behind the pilot's left shoulder, instead of between his legs. This required removing his harness and reaching behind. While turning around, he inadvertently pressed down on the plane's right rudder pedal causing the aircraft to roll and go into a dive.  Contributing factors were, Denver took off with too little fuel in one tank which led to the necessity of switching to his backup tank. Also it was difficult to determine how much fuel was in the tanks due to the unmarked fuel quantity sight gauge."
1997,, Afghanistan,Ariana Afghan Airlines,26,2,Crashed during a landing attempt.
1997,,Near La Roche,,6,3,Crashed while en route. The pilot continued flight into adverse weather and lighting conditions which did not enable him to avoid collision with terrain. Contributing factors to this occurrence were the aircraft's unserviceability for single pilot IFR flight and the lack of guidance to company pilots as to weather limits for night VFR flight.
1997,8, Alaska,Hageland Aviation Services,8,8,"A few minutes after takeoff a distress call was received from the aircraft after which it ditched into the sea 200 yards offshore. The pilot's disregard for lateral fuel loading limits, his improper removal of frost prior to takeoff, and the resulting inadvertent stall/spin. Factors involved in this accident were the improper asymmetrical fuel loading which reduced lateral aircraft control, the self-induced pressure to takeoff on time by the pilot, and inadequate surveillance of the company operations by company management."
1997,14, Russia,Military - Russian Air Force,23,23,"The military aircraft, bound for Vladivostok, crashed into a residential neighborhood twenty seconds after taking off. All four engines failed after the computer system began shutting them down shortly after takeoff.  Design flaw which led to uncoordinated operation of the high-pressure compressors."
1997,15, Canada,Sowind Air,17,4,"Crashed during the second approach right of the approach path. While the aircraft was being manoeuvred at a very low level in marginal weather, it descended after an abrupt turn and flew, in controlled flight, into the terrain. Crew procedural error. The aircraft was 1,000 pounds heavier than the maximum allowable weight.  The GPS installed in aircraft was not approved as a primary navigational aid."
1997,17, Bolivia,STAP,19,10,"During take off, shortly after the landing gear was retracted, one of the aircraft's engines lost power and the propeller autofeathered. The aircraft rolled to the right, struck trees and crashed inverted."
1997,18, United Arab Emirates,Tajikistan Airlines,86,85,The aircraft crashed and burned while making an attempt to land. A number of errors by the crew resulted in the acccident. Not maintaining the height indicated during the last contact with the ATC. Not following instructions from the ATC. Crew fatigue and turbulence in the area contributed to the accident.
1997,13,Near Mackenzie,Terry Air Inc.,3,3,"Crashed after taking off from Mackenzie. Wreckage was found on the west shore of Williston Lake.  The cause of the accident is undetermined, however, it is probable that low-level, visual flight in deteriorating weather contributed to the accident."
1997,21, Greece,Aerosweet Airlines (LVOV),70,70,"The aircraft crashed into Mt. Olympus while approaching Salonica, during a second attempt to land. The plane was holding at 3,300 feet due to heavy traffic. Tower tapes indicate that after the missed approach, the crew reported they were heading north when they actually were heading west. An investigation revealed the crew had poor training, flew too low, didn't know how to use the radar equipment and failed to declare an emergency after they missed the landing strip. A second crash occurred when a C-130 transport plane on its way to pick up troops to assist in the search, crashed into Pastra Mountain."
1997,16, Indonesia,SilkAir,104,104,"The plane disappeared off radar screens and shortly after, crashed into the Musi River. The plane, almost brand-new, cruising in good weather and with an experienced crew, suddenly left normal flight from 35,000 feet and crashed at a high rate of speed into the Sumatran jungle. The right wing and parts of the rudder separated from the aircraft before it crashed. The Indonesian National Transportation Committee found that there was insufficient evidence to find a cause for the accident. The U.S. National Transportation Safety Board strongly disagreed and stated the jet's cockpit voice recorder was intentionally disconnected and its flight controls placed in a nose-down position most likely by the captain. While the U.S. NTSB stopped short of using the term suicide, its dissenting report made it clear it believed the crash was the result of actions by the captain. In July 2004 a California jury found the manufacturer of the PCU valve that controls rudder responsible for the accident after the valve was located and showed defects which may have led to a rudder hardover."
1997,, Greece,Military - Greek Air Force,5,5,Crashed in the Pastra mountains while searching for the wreckage of an Aerosweet Yak-42 that was missing.
1997,, off Angola,Renan Airways,5,5,Went missing while en route. May have been shot down.
1997,23,Over the PacifiOcean,United Air Lines,393,1,"Two hours into the flight, at FL 310, the plane received reports of severe clear air turbulence in the area and the seat belt sign was turned on. Moments later, the aircraft suddenly dropped around one hundred feet seriously injuring many passengers and causing damage to the aircraft. The plane landed safely back at Tokyo, but  one passenger died of her injuries."
1997,7, Panama,Parsa,10,10,"Crashed into dense jungle, 4 miles short of its destination in heavy fog."
1998,17, North Carolina,Mountain Air Cargo,1,1,"During takeoff, the cargo plane drifted off the runway to the left returned, drifted to the right, over ran the runway, became airborne and collided with trees. The pilot's failure to remove the control lock prior to takeoff and his failure to abort the takeoff when he was unable to initiate a climb, resulting in the aircraft over running the runway and colliding with trees on the departure end of the runway. Contributing to the accident was the pilot's self-induced pressure to arrive at his destination to attend a family affair."
1998,22, Pakistan,Ariana Afghan Airlines,51,51,The aircraft  was on a flight from Kandahar to Herat but was forced to return to Kandahar because of poor weather when it crashed into a mountain 70 miles north of Quetta in Khojak Pass. The last message from the pilot was 'we are running low on fuel.' Crashed due to fuel starvation.
1998,18, Czech Republic,Aeroservice International,2,2,Fog and low visibility forced the plane to divert to divert to Brno. After a missed approach the aircraft crashed 3.5 km short of the runway threshold and was destroyed.
1998,11, Myanmar,Myanmar Airways,45,16,The aircraft crashed on takeoff after the No. 2 engine failed and caused the aircraft to swerve off the runway and crash into an embankment and burst into flames.
1998,11, Philippines,Cebu PacifiAir,104,104,"Flight 387 originated in Manila on a flight to Tacloban and Cagayan de Oro. The aircraft crashed while on approach to Cagay de Oro into a remote mountainous area.  Wreckage was found near the town of Pagalungan, NE of Cagay de Oro. The last radio message from the pilot was 'leveling off at 5,000 feet sir.'  The cockpit voice recorder revealed that the GPWS warned of terrain a dozen times just before impact. The crew apparently got lost in a cloud, never realizing they were headed into a mountain. Pilot error, inadequate training standards and deficient equipment."
1998,15,Near Cavalese,Military - U.S. Marine Corps,2,0,The aircraft struck and severed the cable to a gondola causing it to fall 300 ft. to the ground and killing 20 on board. The plane landed safely. Negligence by the crew in flying above the speed limit and well below the prescribed minimum altitude in the area.
1998,22, Portugal,Air Luxor,7,7,"Shortly after taking off the plane lost power in the No. 3 engine followed by the No. 4 engine. The plane rolled to the right, stalled, entered an spin and crashed."
1998,12, Spain,Military - Spanish Air Force,5,5,Crashed in the Los Hoyos mountains while on a military training flight.
1998,8, Sudan,Military - Sudan Air Force,57,27,Overshot the runway in heavy fog and crashed into the Sobat River.
1998,20, Taiwan,China Airlines (Taiwan),196,196,"The aircraft was attempting to land at Taipei's international airport in rain and fog when the crew requested a go-around. The plane crashed into a residential neighborhood, ripping the roofs off several structures, skidding into a rice paddy and bursting in flames. DFDR data showed complete autopilot disengagement just after landing clearance. This was  followed by an attempted manually flown go-around with falling airspeed and a pitch-up of 40 degrees followed by a gain of 1,000 feet in altitude, total stall and a dive resulting in impact with the ground."
1998,5, Tennesee,Baron Aviation,1,1,"The cargo plane was flying level when began to slow down, when into a nose-down pitch and crashed into a ridge. The pilot did not maintain control of the airplane due to undetected airframe ice, resulting in an inadvertent stall, and subsequent impact with the ground. Factors in this accident were: flight into clouds, below freezing temperatures, and the inability of the pilot to detect ice, due to the lack of an ice detection system to determine ice build up on portions of the airframe that are not visible from the cockpit."
1998,8, North Dakota,Corporate Air,1,1,The cargo plane was making an ILS approach when control was lost and the plane impacted the ground 1.6 miles short of the runway. The pilot's failure to maintain adequate airspeed during the approach which resulted in an inadvertent stall. Factors associated with the accident were the icing conditions and the pilot's low level experience in this make and model of airplane.
1998,16, Kenya,Air Memphis,6,6,"The cargo plane struck the approach lights as it took off from Runway 3, then struck a hill and disintegrated."
1998,19, Taiwan,Formosa Airlines,13,13,"The aircraft crashed in the sea, 11 km off Hsinchu, shortly after taking off from Hsinchu. Instrument failure and loss of power in the aircraft's right engine in turbulence."
1998,14, Afghanistan,Ariana Afghan Airlines,45,45,"The plane was descending for a landing at Kabul on visual when it struck 3,000 ft. Sharhi Baranta Mountain, 300 feet below the summit in dense fog and rain."
1998,19, Philippines,Philippine Air Lines,127,0,"The aircraft overran the 6,888 ft. runway, went through a concrete perimeter fence, crossed a small river and hit a karaoke house before stopping near a market. The plane was (legally) released from Manila with the No. 1 reverser deactivated. The plane landed mid-runway and the crew incorrectly used the No. 2 reverser to try and stop the plane causing it to veer to the right. The No. 2 engine was then to set to forward thrust steering the plane back on the runway.  A go-around was attempted but it was too late and the aircraft overran the runway."
1998,9, Peru,Fuerza Aérea del Peru,55,22,A Peruvian air force plane carrying villagers stranded by flooding crashed while attempting to land at Piura Airport. The pilot tried to glide the plane after losing an engine but crashed near a shantytown 2 kilometers from the airport. The plane began losing altitude after an engine failed and crashed into a drainage canal and broke in two. Engine failure.
1998,, Mexico,Linea Aérea Mexicana de Carga,4,2,Shortly after taking off the cargo plane experienced a fire in the No. 2 engine. The plane crashed while attempting to make an emergency landing on a road.
1998,16, Colombia,Air France,53,53,"The aircraft, leased from TAME, crashed atop fog covered Cerro el Cable mountain and exploded into flames, three minutes after taking off from Bogota's El Dorado airport. The aircraft was leased to Air France by TAME airlines. The crew did not turn in the proper direction after reaching the Romeo non-directional beacon even though the flight crew acknowledged an air trafficontroller's warning that they were off course."
1998,21, Peru,Fuerza Aérea del Peru,88,75,"The aircraft was chartered by the Los Angeles-based Occidental Petroleum Corporation. The plane crashed in light rain, while on final approach, in a swampy area, three miles short of Andoas. There were reports of a lightning flash preceding the accident."
1998,19, Mauritania,Military - Mauritanian Air Force,42,39,Crashed shortly after taking off in a sandstorm.
1998,10, Laos,Military - Lao People's Liberation Army Air Force,26,26,"The aircraft struck a jungle covered mountain at 1,800m, after making a premature descent to land during a heavy rainstorm."
1998,0, North Carolina,Air Taxi - US Helicopters Inc.,5,5,The helicopter's skids contacted a high-tension statiground wire about 150 feet above the ground. The pilot's failure to maintain altitude while operating in adverse weather. A contributing factor was the incoming fog and high tension statiwire.
1998,9, Mongolia,MIAT - Mongolian Airlines,28,28,"The aircraft crashed into the side of a mountain at 2,800m,  13 minutes after taking off from Erdenet. The plane, designed to carry a maximum of 19 passengers, was carring 26. Overloaded."
1998,7, Canada,Propair,11,11,"Flight 420 took off from Montreal's Dorval Airport on a flight to Peterborough  About 12 minutes after take off, at an altitude of 12,500 feet, the crew advised ATC that they had a hydrauliproblem and requested clearance to return to Dorval. The crew then advised ATC that the left engine had been shut down because it was on fire. The crew decided to proceed to Mirabel International Airport. Then crew then advised ATC that the engine fire was out. On final for Runway 24, the crew advised ATC that the left engine was again on fire. The landing gear was extended on short final, and when the aircraft was over the runway, the left wing broke upwards. The fuselage inverted, struck the runway and slid 2,500 feet and came to rest on the left side of the runway.  PC: The crew did not realize that the pull to the left and the extended take-off run were due to the left brakes' dragging, which led to overheating of the brake components. The dragging caused overheating and leakage, probably at one of the piston seals that retain the brake hydraulifluid. When hydraulifluid leaked onto the hot brake components, the fluid caught fire and initiated an intense fire in the left nacelle, leading to failure of the main hydraulisystem. When the L WING OVHT light went out, the overheating problem appeared corrected; however, the fire continued to burn. The crew never realized that all of the problems were associated with a fire in the wheel well, and they did not realize how serious the situation was. The left wing was weakened by the wing/engine fire and failed, rendering the aircraft uncontrollable."
