Date,Time,US,Airline/Op,Aboard,Fatalities,Summary
1994,,ID,Trigana Air Service,4,4,Accident
1994,,PE,SA Amazonica,30,6,Landing
1994,02,US,Ameriflight,1,1,Control
1994,11,PG,Southwest Air,7,7,Accident
1994,22,US,Trans World Airlines / Private,142,2,Pilot Error
1994,,AO,Military - Angolan Air Force,22,22,Shot Down
1994,11,US,Philippine Air Lines,293,1,Control
1994,19,US,Air Taxi - Ryan Air Service,5,5,Pilot Error
1994,18,US,American Eagle,20,15,Engine Failure
1994,06,AO,SL Aviation Services,2,2,Runway overshoot or undershoot
1994,10,US,Servivensa,9,7,Runway overshoot or undershoot
1994,13,US,Missionary Aviation Fellowship,28,28,"The chartered flight struck a cliff at 6,400 ft. during a flight from a copper and gold mine."
1994,09,US,Phoenix Aviation,5,5,Accident
1994,17,DZ,Air France,239,3,Terrorist Acts
1994,15,TR,Turkish Airlines (THY),76,57,Landing
1995,20,US,Military - Iranian Air Force,12,12,Pilot Error
1995,,US,Merpati Nusantara Airlines,14,14,Disappearances
1995,19,CO,Intercontinental de Aviacion,52,51,Fire
1995,18,US,Empire Airlines,1,1,Pilot Error
1995,01,US,Canada Jet Charters,5,5,
1995,17,US,West Air,1,1,Pilot Error
1995,04,US,Air Taxi - Coastal Airways Inc.,4,3,Pilot Error
1995,19,US,Air Taxi - Wolfe Air Aviation Ltd.,4,2,Weather conditions
1995,13,NP,Royal Nepal Airlines,24,2,Runway overshoot or undershoot
1995,19,US,Abakan Airlines,19,3,Runway overshoot or undershoot
1995,,FR,Leadair - Charter,10,10,Control
1995,19,US,Transasia Airways,4,4,Accident
1995,15,US,Las Vegas Airlines,10,8,Landing
1995,20,US,ATI,3,3,Control
1995,,US,Aeroflot,10,9,The cargo plane flew into high ground while on approach in poor weather conditons.
1995,08,US,Union Flights,1,1,Pilot Error
1995,12,NZ,Kiwi West Aviation,6,6,Engine Failure
1995,09,RO,Transporturile Aeriene Romane (TAROM),60,60,Engine Failure
1995,18,US,Military - U.S. Air Force,8,8,Accident
1995,12,NG,Bristow Helicopters,9,1,Landing
1995,19,AU,IAI 1124 Westwind,3,3,The aircraft struck high ground while attempting to land at Alice Springs after descending below mimimum descent altitude.
1995,,LK,Military - Sri Lanka Air Force,52,52,Shot Down
1995,13,US,Bearskin Airlines / Air Sandy,8,8,Pilot Error
1995,00,EC,American Jet,7,7,Pilot Error
1995,16,CO,ADES Colombia,9,9,Accident
1995,,US,Military - U.S. Air Force,6,6,Landing
1995,16,US,Knight Air,12,12,Control
1995,15,CO,LACOL,11,2,
1995,,SN,Senegalair,10,6,Engine Failure
1995,19,GE,ValuJet,62,0,Engine Failure
1995,09,NZ,Ansett New Zealand,21,5,Landing
1995,,US,Volga Air,12,12,Accident
1995,14,US,Aeroflot,14,13,Pilot Error
1995,,AO,Military - Angolan Air Force,48,48,Accident
1995,16,NG,Harka Air Services,80,16,Landing
1995,09,DO,Salair,2,2,Accident
1995,20,US,Air Taxi - Island Air Service,4,4,Pilot Error
1995,,PG,Garamut Aviation,3,3,Engine Failure
1995,14,US,Air Taxi - Lab Flying Service Inc.,6,6,Pilot Error
1995,08,PG,Milne Bay Air,15,15,Fire
1995,,ID,Merpati Nusantara Airlines,18,1,Control
1995,,MG,Military - Madagascar Air Force,34,34,Engine Failure
1995,,PG,Transniugini Airways,2,2,Engine Failure
1995,,ZA,Aero Air,3,3,Accident
1995,20,US,Aviateca,65,65,Lightning
1995,,ID,Bourag Indonesia Airlines,10,10,Accident
1995,,CO,AIRES Colombia,10,10,Accident
1995,12,US,AtlantiSoutheast Airlines,29,10,Control
1995,12,US,North Star Air Cargo,1,1,Pilot Error
1995,,US,Military - Royal Air Force,7,7,Pilot Error
1995,08,US,Adventure Airlines,8,8,Control
1995,07,CO,SAETA,22,21,Landing
1995,,AF,Ariana Afghan Airlines,51,3,Accident
1995,07,LK,Military - Sri Lanka Air Force,81,81,Landing
1995,20,BS,Bimini Air Charter Inc.,9,5,Pilot Error
1995,12,MY,Malaysia Airlines,53,34,Runway overshoot or undershoot
1995,06,AU,Tamair,3,2,Control
1995,12,MN,MIAT - Mongolian Airlines,43,42,Accident
1995,07,US,Military - U.S. Air Force,24,24,Engine Failure
1995,,US,Norilsk Flight Company,15,15,Accident
1995,19,US,Western Straits Air,10,8,Pilot Error
1995,08,ID,Sabang Merauke Raya Air Charter,14,1,Engine Failure
1995,,US,Kirghizia Aba Zaoldoru,15,15,Accident
1995,07,US,Air Taxi - Durango Air Service,3,3,Pilot Error
1995,,US,Islands Nationair,13,13,Accident
1995,20,MX,TACSA,11,9,Weather conditions
1995,21,AR,Military - Argentine Air Force,53,53,Weather conditions
1995,08,NG,Nigeria Airways,137,9,Runway overshoot or undershoot
1995,19,LK,Military - Sri Lanka Air Force,63,63,Shot Down
1995,10,MY,Sabah Air,10,10,Weather conditions
1995,19,AZ,Azerbaijan Airlines,6,2,Accident
1995,22,CM,Cameroon Airlines,78,72,Landing
1995,17,US,Azerbaijani Airlines,82,54,Landing
1995,05,US,Far East Aviation,98,98,Pilot Error
1995,18,HT,Air St. Martin,20,20,"Deviated off course and struck a mountain at 5,000 ft. The plane was flying illegal Haitian immigrants back from Cayenne."
1995,19,IT,Romanian Banat Air,49,49,Accident
1995,,AO,Trans Service Airlift,144,141,Accident
1995,21,US,American Airlines,164,160,Accident
1995,,PG,Island Airways,12,2,Runway overshoot or undershoot
1996,12,US,African Air,6,2,Pilot Error
1996,,BB,Mustique Airways,10,1,Engine Failure
1996,20,NG,Military - Nigerian Air Force,14,14,Shot Down
1996,12,LK,Military - Sri Lanka Air Force,39,39,Shot Down
1996,16,NZ,Soundsair,6,5,Pilot Error
1996,14,PY,Lineas Aereas del Caribe,4,4,Control
1996,09,US,Business Air Connection,4,4,Runway overshoot or undershoot
1996,23,US,"Alas Nacionales, leased from Birgen Air",189,189,Control
1996,20,MX,Aérotaxi Cachanilla,8,8,Weather conditions
1996,,AF,Military - Taliban Militia,20,20,Shot Down
1996,12,US,Hati Express,15,11,"Shortly after lifting off of the ground, the aircraft rolled to the right and struck the ground ending up inverted in a ditch."
1996,,GT,AVCOM,2,2,Accident
1996,,AT,Private Wings,10,10,Runway overshoot or undershoot
1996,19,SD,Military - Sudanese Air Force,91,91,Control
1996,05,AO,Aero Tropical,8,8,Weather conditions
1996,20,PE,Compania de Aviacion Faucett SA (Peru),123,123,Control
1996,,BR,Madrid Taxi Aéreo - Charter,9,9,Pilot Error
1996,,PE,Military - Peruvian Army Aviation,23,23,Weather conditions
1996,,TM,Akhal Air,12,12,Weather conditions
1996,,US,Avia Air Aruba,8,8,Landing
1996,12,US,Key West Sea Plane Service - Air Taxi,5,5,Control
1996,14,HR,Military - U.S. Air Force,35,35,"The aircraft strayed off course and hit St. John Hill at an altitude of 2,200 feet, 16km SE of Dubrovnik while attempting to land in poor weather conditions. U.S. Secretary of Commerce, Ron Brown, 55, killed. Crew error.  Failure of the crew to comply with directives that required a review of all instrument approach procedures, not approved by the Defense Dept. Preflight planning errors, combined with errors made during the flight by the crew. Rumors persist that the accident was a result of sabotage."
1996,14,US,Krasnoyarskie Avialinii,20,20,Accident
1996,,US,Formosa Airlines,17,6,Shot Down
1996,08,US,Private,3,3,Pilot Error
1996,22,SD,Federal Airlines,53,53,Landing
1996,,US,Buffalo Narrows Airways,2,2,On a positioning flight the aircraft flew into a mountain.
1996,,MX,Aeroservicios Empresariales de Durango,19,16,Weather conditions
1996,13,PG,Milne Bay Air,10,1,Accident
1996,14,US,ValuJet,110,110,Control
1996,23,GB,Loganair,3,3,Landing
1996,,US,Hoseba,10,10,Accident
1996,14,US,Iran Air,7,7,Landing
1996,19,US,Military - Australian Army Aviation,28,18,Pilot Error
1996,12,JP,Garuda Indonesia Airlines,275,3,Landing
1996,17,CN,China Flying Dragon Aviation (Feilong Airlines),12,2,Landing
1996,15,US,Delta Air Lines,142,2,Engine Failure
1996,16,US,Milne Bay Air,20,20,Weather conditions
1996,09,IN,Archana Airlines,9,9,Weather conditions
1996,18,US,Military - Belgian Air Force,41,34,Engine Failure
1996,20,US,Trans World Airlines,230,230,Accident
1996,16,MX,Aerolatino (Aerocaribe),18,1,Runway overshoot or undershoot
1996,15,US,Northern Air Cargo,4,4,Landing
1996,,US,Myanmar Airways,49,8,Shot Down
1996,13,CA,First Air,2,2,Control
1996,,US,Air North,3,1,Control
1996,23,US,Military - U.S. Air Force,9,9,Weather conditions
1996,19,US,Harbour Air,3,3,Pilot Error
1996,03,US,Spair Air Transport,12,12,Runway overshoot or undershoot
1996,10,NO,Vnokovo Airlines,141,141,Runway overshoot or undershoot
1996,,BR,Helisul Taxi Aéreo,2,2,Accident
1996,17,US,Air Taxi - Stearns Air Alaska,5,3,Landing
1996,16,NL,Dutch Dakota Association,32,32,Control
1996,01,PE,Aeroperu,70,70,Accident
1996,,CG,Malu Aviation,21,6,Accident
1996,,AO,Savanair,19,6,Landing
1996,10,IT,Aeroflot,23,2,The cargo plane struck trees and a house while making a second attempt to land.
1996,14,US,Air Taxi - Seaside Air Service,3,3,Pilot Error
1996,12,US,Telford Aviation,8,8,Control
1996,22,EC,Million Air,4,4,Engine Failure
1996,20,US,Tyumen Aviatrans,34,5,Runway overshoot or undershoot
1996,08,BR,TAM (Brazil),95,95,Engine Failure
1996,08,GT,Transported Areos Profesionales - TAPSA,16,16,Weather conditions
1996,09,FR,Jetcom S.A.,8,8,Landing
1996,17,NG,Aviation Development Corporation,143,143,Control
1996,18,IN,Saudi Arabian Airlines / Kazastan Airlines,349,349,Pilot Error
1996,,KE,Kismayo Airlines,8,8,
1996,,US,Komi Avia,15,14,Accident
1996,17,US,United Express  / Private,14,14,Control
1996,19,US,Military - U.S. Air Force,11,10,Engine Failure
1996,15,KM,Ethiopian Airlines,175,127,Control
1996,11,US,ArctiTransportation Services,1,1,Control
1996,11,US,Military - Russian Air Force,23,23,Accident
1996,10,CO,ACES Colombia,15,14,Accident
1996,15,ID,Dirgantara Air Services,17,16,Engine Failure
1996,18,US,Emery Worldwide,2,2,Control
1996,,US,Military - Russian Air Force,18,18,Weather conditions
1996,22,CO,SELVA,4,4,Runway overshoot or undershoot
1996,18,US,Airborne Express,6,6,Control
1996,15,IN,Military - Indian Air Force,22,22,Engine Failure
1996,10,US,Aircraft Charter Group Inc,2,2,Weather conditions
1997,18,US,Tar Heel Aviation,2,2,Pilot Error
1997,11,WS,Polynesian Airlines,5,3,Weather conditions
1997,15,US,Comair,29,29,Runway overshoot or undershoot
1997,23,US,Southcentral Air,2,1,Control
1997,,NG,Skypower Express Airways,16,5,Runway overshoot or undershoot
1997,14,SN,Air Senegal,52,25,Engine Failure
1997,17,AO,Force Area Populaire de Angola,37,37,Disappearances
1997,19,US,Military - Israel Air Force /Military -  Israel Air Force,73,73,Accident
1997,12,BR,Varig,52,1,Landing
1997,03,GT,Transpolar,5,5,Flew into a mountain while on approach.
1997,,US,Air Georgian,1,1,Landing
1997,,CO,Air Pereira,4,4,Shortly after taking off the plane flew into a mountain and was destroyed.
1997,,AO,ALADA,16,16,Runway overshoot or undershoot
1997,18,US,Military - Iranian Air Force,88,88,Engine Failure
1997,10,US,Stavropol Airlines,50,50,Mechanical Failure
1997,,HN,Military - U.S. Air Force,10,3,Landing
1997,00,GE,Custom Air Service,2,2,Engine Failure
1997,20,US,Hageland Aviation Services,5,5,Pilot Error
1997,,US,TAAG Angola Airlines,7,3,Accident
1997,,AZ,Azerbaijan Airlines,6,6,Control
1997,,NE,Military - Niger Air Force,14,14,
1997,07,ID,Merpati Nusantara Airlines,53,15,Control
1997,18,AF,Military - Afghan Republican Air Force,36,36,Accident
1997,21,CN,China Southern Airlines,74,35,Pilot Error
1997,07,CG,Bazair,27,27,Fire
1997,,MN,MIAT - Mongolian Airlines,12,7,Weather conditions
1997,03,IN,Elbee Airlines,2,2,Control
1997,,US,Air Taxi,5,4,Engine Failure
1997,,CO,Military - Colombian Army,29,25,Shot Down
1997,09,BR,TAM (Brazil),60,1,Terrorist Acts
1997,21,CU,Cubana de Aviacion,44,44,Engine Failure
1997,17,US,Haines Airways - Air Taxi,6,4,Engine Failure
1997,11,ID,Sempati Air,50,30,Landing
1997,10,US,Goroka Air Services,4,2,Accident
1997,13,TH,Singapore Airlines,2,2,Pilot Error
1997,,NG,ADC Airlines,55,1,Shot Down
1997,10,IT,Air Littoral,17,1,Runway overshoot or undershoot
1997,01,GU,Korean Airlines,254,229,Engine Failure
1997,12,US,Fine Air,4,4,Control
1997,08,US,Formosa Airlines,16,16,Pilot Error
1997,13,US,Private,2,2,Pilot Error
1997,16,US,Air taxi,5,5,Landing
1997,19,BR,Air taxi - TAM,2,2,Weather conditions
1997,,US,SATENA,12,12,Accident
1997,14,KH,Vietnam Airlines,66,65,Landing
1997,19,MY,Borneo Airways,10,10,Accident
1997,,US,TMK Air Commuter,22,22,The aircraft was destroyed when it flew into a hillside during an approach to Uvira.
1997,17,US,Military - Luftwaffe / Military - USAF,33,33,"Midair collision at 39,000 ft. The Tupolev 154 aircraft was flying at the wrong cruise altitude which caused the midair collision. Twenty-four killed aboard the Tupolev and 9 aboard the C-141. Contributing factors included weak flight-following procedures of the Luanda ATC and  poor regional ground communications."
1997,13,ID,Garuda Indonesia Airlines,234,234,Weather conditions
1997,07,US,SceniAirlines,9,9,Control
1997,03,GM,Naysa Aerotaxis,9,8,Runway overshoot or undershoot
1997,22,UY,Austral Lineas Aeras (Argentina),74,74,Weather conditions
1997,,US,Military - Republiof China Air Force,5,5,Accident
1997,17,US,Private,1,1,Landing
1997,,AF,Ariana Afghan Airlines,26,2,Landing
1997,,US,,6,3,Pilot Error
1997,08,US,Hageland Aviation Services,8,8,Control
1997,14,US,Military - Russian Air Force,23,23,Engine Failure
1997,15,CA,Sowind Air,17,4,Control
1997,17,US,STAP,19,10,Landing
1997,18,AE,Tajikistan Airlines,86,85,Accident
1997,13,US,Terry Air Inc.,3,3,Accident
1997,21,GR,Aerosweet Airlines (LVOV),70,70,Landing
1997,16,ID,SilkAir,104,104,Control
1997,,GR,Military - Greek Air Force,5,5,Accident
1997,,US,Renan Airways,5,5,Shot Down
1997,23,US,United Air Lines,393,1,"Two hours into the flight, at FL 310, the plane received reports of severe clear air turbulence in the area and the seat belt sign was turned on. Moments later, the aircraft suddenly dropped around one hundred feet seriously injuring many passengers and causing damage to the aircraft. The plane landed safely back at Tokyo, but  one passenger died of her injuries."
1997,07,PA,Parsa,10,10,Weather conditions
1998,17,US,Mountain Air Cargo,1,1,Control
1998,22,PK,Ariana Afghan Airlines,51,51,Pilot Error
1998,18,CZ,Aeroservice International,2,2,Runway overshoot or undershoot
1998,11,MM,Myanmar Airways,45,16,Engine Failure
1998,11,PH,Cebu PacifiAir,104,104,Pilot Error
1998,15,US,Military - U.S. Marine Corps,2,0,The aircraft struck and severed the cable to a gondola causing it to fall 300 ft. to the ground and killing 20 on board. The plane landed safely. Negligence by the crew in flying above the speed limit and well below the prescribed minimum altitude in the area.
1998,22,PT,Air Luxor,7,7,Engine Failure
1998,12,ES,Military - Spanish Air Force,5,5,Weather conditions
1998,08,SD,Military - Sudan Air Force,57,27,Shot Down
1998,20,US,China Airlines (Taiwan),196,196,Landing
1998,05,US,Baron Aviation,1,1,Control
1998,08,US,Corporate Air,1,1,Control
1998,16,KE,Air Memphis,6,6,Runway overshoot or undershoot
1998,19,US,Formosa Airlines,13,13,Engine Failure
1998,14,AF,Ariana Afghan Airlines,45,45,Landing
1998,19,PH,Philippine Air Lines,127,0,Engine Failure
1998,09,PE,Fuerza Aérea del Peru,55,22,Engine Failure
1998,,MX,Linea Aérea Mexicana de Carga,4,2,Landing
1998,16,CO,Air France,53,53,Control
1998,21,PE,Fuerza Aérea del Peru,88,75,Lightning
1998,19,MR,Military - Mauritanian Air Force,42,39,Accident
1998,10,US,Military - Lao People's Liberation Army Air Force,26,26,Weather conditions
1998,00,US,Air Taxi - US Helicopters Inc.,5,5,Pilot Error
1998,09,MN,MIAT - Mongolian Airlines,28,28,Accident
1998,07,CA,Propair,11,11,Control
1998,09,US,Air Taxi - Ohana Helicopter Tours,6,6,Pilot Error
1998,23,AE,ATI Aircompany,8,8,Runway overshoot or undershoot
1998,21,AR,Alas del Sur,3,3,Runway overshoot or undershoot
1998,04,ER,Ukraine Aviation Transport Company,10,10,"While on an ILS approach, the cargo plane struck a hill."
1998,,MX,Military - Mexican Air Force,4,4,Accident
1998,,US,Plane Sailing,18,4,The plane was flying lower than 500 ft. prior to attempting to land. After a missed attempt the plane landed on the water and soon after water entered the cockpit and the plane broke up. Possible collision with debris which caused the doors to collapse inward.
1998,,ES,Swifair,2,2,Control
1998,16,BR,Selva Taxi Aero,24,5,Engine Failure
1998,11,IN,Alliance Airlines,6,6,Accident
1998,15,FR,Proteus Air / Private,15,15,Pilot Error
1998,17,US,Harbour Air Seaplanes Ltd.,5,5,Control
1998,,AO,Alada,13,1,Landing
1998,16,NZ,Vincent Aviation,10,5,Engine Failure
1998,11,NP,Lumbini Airways,18,18,Accident
1998,17,DM,Air Anguilla,11,11,Runway overshoot or undershoot
1998,16,ZA,Speed Service Couriers,2,1,Control
1998,08,MM,Myanmar Airways,44,44,Accident
1998,13,EC,Cubana de Aviacion,91,70,Runway overshoot or undershoot
1998,,AO,Permaviatrans,24,24,Shot Down
1998,21,US,Swissair,229,229,Landing
1998,10,US,Rusts Flying Service Inc.,5,5,Pilot Error
1998,,PK,Military - Pakistan Air Force,5,5,Fire
1998,11,NZ,Air taxi - Air Safaris Inc.,3,3,Pilot Error
1998,09,US,Paukn Air,38,38,Accident
1998,13,CV,Cabo Verde Airlines,22,1,Landing
1998,13,LK,Lionair,55,55,Shot Down
1998,09,US,Servivensa,27,1,Runway overshoot or undershoot
1998,,CG,Congo Airline,41,41,Engine Failure
1998,13,AM,Ararat Avia,37,0,Runway overshoot or undershoot
1998,08,BR,Capital Taxi Aereo,3,3,Accident
1998,,UG,TanaMana Aviation,11,4,Accident
1998,13,GT,Living Water Teaching Ministries Charter,18,11,Weather conditions
1998,05,US,Sakha Airlines,13,13,Weather conditions
1998,,NP,Paradise Air,9,9,Weather conditions
1998,17,US,Private,1,1,Pilot Error
1998,00,US,Regency Express Air,2,2,Weather conditions
1998,,US,,6,4,Weather conditions
1998,12,US,Yates Aviation,1,1,Control
1998,11,CA,Air Satellite,10,7,Runway overshoot or undershoot
1998,19,TH,Thai Airways,146,102,Landing
1998,,AO,Khors Aircompany,11,11,Shot Down
1998,,AO,Zanex,10,1,Runway overshoot or undershoot
1998,00,CO,SELVA,5,5,Weather conditions
1998,12,AO,Transafrik,14,14,Accident
1999,,AO,Transafrik - United Nations Charter,9,9,Shot Down
1999,17,GG,Channel Express,2,2,Runway overshoot or undershoot
1999,,DE,Military - German Air National Guard,4,4,Accident
1999,06,US,Kelowna Flightcraft Air Charter,2,2,Accident
1999,14,US,Uzu Air,4,3,Control
1999,16,NP,Necon Air,12,4,Fire
1999,08,NI,Fuerza Aérea Nicaragua,28,28,Landing
1999,05,AO,Savannair,14,14,Engine Failure
1999,10,PG,Airlink,11,11,Weather conditions
1999,,US,Air Karibu,7,7,Engine Failure
1999,10,US,Ameriflight,1,1,Pilot Error
1999,16,CN,China Southwest Airlines,61,61,Control
1999,12,IT,Minerva Airlines,31,4,Runway overshoot or undershoot
1999,08,IN,Military - Indian Air Force,19,19,Landing
1999,16,CO,ALIANSA Colombia,8,8,Accident
1999,09,US,Provincial Airlines,2,1,Control
1999,11,BR,Manacá Táxi Aéreo,5,5,Control
1999,00,TR,Turkish Airlines (THY),6,6,Control
1999,11,CO,Aerotaca,5,5,Weather conditions
1999,16,CN,Korean Air,3,3,Control
1999,19,VU,Vanair,12,7,Weather conditions
1999,13,MY,Military - Malaysian Air Force,5,5,Accident
1999,14,KE,Malindi Air Services,2,2,Accident
1999,23,US,American Airlines,145,11,Landing
1999,,SD,Military - Sudan Air Force,50,50,
1999,,PH,PacifiAirways,1,1,
1999,10,US,Air Taxi - Coastal Helicopters Inc.,7,7,Control
1999,08,PG,Airlink,17,17,Pilot Error
1999,13,US,Blue Water Aviation Services,2,1,
1999,02,BE,Nightexpress,2,2,Engine Failure
1999,,AO,Savanair,5,1,Shot Down
1999,14,MM,Myanmar Airways,8,8,Weather conditions
1999,12,CO,LANC Colombia,18,5,Engine Failure
1999,19,NP,Lufthansa Cargo Airlines,5,5,Control
1999,04,MX,Aero Jet Express,4,4,Runway overshoot or undershoot
1999,21,US,Private,3,3,Control
1999,11,NI,La Costena,16,16,Pilot Error
1999,11,JP,All Nippon Airways,517,1,Control
1999,03,CO,Military - U.S. Army,7,7,Accident
1999,05,FJ,Air Fiji,17,17,Accident
1999,08,US,Private,10,10,Control
1999,12,US,TACV-Cabo Verde Airlines,18,18,Pilot Error
1999,23,CA,Regionnair,4,1,Runway overshoot or undershoot
1999,18,CN,China Airlines (Taiwan),315,3,
1999,12,US,Uni Air,96,1,Fire
1999,10,UZ,Uzbekistan Airways,33,2,Runway overshoot or undershoot
1999,20,AR,"LAPA, Lineas Aereas Privadas Argentinas",103,64,Runway overshoot or undershoot
1999,10,US,Northern Air (Tanzania),12,12,Weather conditions
1999,12,US,Edinburgh Air Charter,11,8,Control
1999,11,US,Air Taxi - New England Airlines,5,3,Control
1999,10,NP,Necon Air,15,15,Accident
1999,,RO,Greek Government,13,7,Landing
1999,21,BR,Norte Jet Táxi Aéreo,2,2,Accident
1999,,MX,Military - Mexican Air Force,5,5,Accident
1999,17,US,Big Island Airlines,10,10,Pilot Error
1999,19,SA,Aramco Associated Company,20,12,Landing
1999,10,IT,Avioriprese Jet Executive,3,3,Weather conditions
1999,,US,Military - Venezuelan Army,6,6,Weather conditions
1999,11,US,Private charter,6,6,Control
1999,06,US,EgyptAir,217,217,Control
1999,09,US,Air Taxi - Stanley Air Taxi,4,4,Control
1999,19,MX,TAESA,18,18,Fire
1999,11,US,Si Fly - U.N. charter,24,24,Weather conditions
1999,05,KE,DHL Aviation Africa,4,4,Runway overshoot or undershoot
1999,05,US,Tashkent Aircraft Production Corporation,7,5,Runway overshoot or undershoot
1999,07,ZA,Charter - Flightline Charter Services,9,9,Engine Failure
1999,13,US,Air Taxi - Grant Aviation Inc.,6,6,Pilot Error
1999,09,PH,Asian Spirit,17,17,Weather conditions
1999,15,US,College of the Ozarks,6,6,Pilot Error
1999,12,SE,Charter - Twin Air HB,8,8,Control
1999,,KW,Military - U.S. Air Force,94,3,Pilot Error
1999,09,US,SATA,35,35,Control
1999,09,GT,Cubana de Aviacon,314,16,Landing
1999,18,GB,Korean Air,4,4,Control
1999,,US,Indian Airlines,189,1,Terrorist Acts
1999,20,US,Cubana de Aviacion,22,22,Accident
1999,15,NP,Skyline Airways,10,10,Accident
1999,,TR,Ecuato Guineana de Aviacion,6,6,Accident
2000,,NG,Skypower Express Airways,16,1,Runway overshoot or undershoot
2000,17,CH,Crossair,10,10,Pilot Error
2000,12,LY,Avisto,41,22,Engine Failure
2000,13,CR,TACA,20,5,Accident
2000,18,TR,Top Air - Air Taxi,4,4,Accident
2000,21,US,Kenya Airways,179,169,Pilot Error
2000,16,US,Alaska Airlines,88,88,Control
2000,,US,Military - IslamiRepubliof Iran Air Force,8,8,Accident
2000,16,US,"Air Taxi - Iliamna, Air Taxi Inc.",6,6,Pilot Error
2000,19,US,Emery Worldwide,3,3,Control
2000,18,US,Southwest Airlines,142,0,Control
2000,08,US,Vologodskiye Airlines,9,9,Control
2000,12,CA,Points North Air Services,2,2,Control
2000,09,PA,Aeroperlas,10,10,Accident
2000,,ES,Military - Ejército del Aire,,,Accident
2000,18,LK,Sky Cabs,8,6,Pilot Error
2000,,AO,Uralex,33,3,Runway overshoot or undershoot
2000,08,AR,Taxval,1,1,Pilot Error
2000,09,US,Bankair,3,3,Control
2000,,US,Kivu Air Services,2,2,Accident
2000,,CG,Military - Centrafricain Airlines,24,24,Engine Failure
2000,07,PH,Air Philippines,131,131,Landing
2000,,PG,North Coast Aviation,4,4,
2000,14,FR,Northern Executive Aviation,5,2,Control
2000,,GY,Trans Guyana Airways,1,1,Accident
2000,20,US,Price Aircraft Company,6,6,Pilot Error
2000,09,GA,Avirex,10,3,Weather conditions
2000,11,US,Executive Airlines,19,19,Control
2000,,PH,Philippine Air Lines,298,1,Terrorist Acts
2000,02,FR,Streamline,2,1,Runway overshoot or undershoot
2000,19,AU,Whyalla Airlines,8,8,Engine Failure
2000,11,GH,Ghana Airlink,52,7,Landing
2000,09,US,ANT Air Taxi,5,5,Control
2000,07,BR,Air taxi - Jao Air Taxi,4,4,Weather conditions
2000,15,CN,Wuhan Airlines,44,44,Lightning
2000,11,US,Universal Jet Aviation,3,3,Pilot Error
2000,,JP,Military - Japanese Air Self-Defence Force,5,5,Accident
2000,10,PH,Military - Philippine Air Force,15,14,Shot Down
2000,19,MX,Aerocaribe,19,19,Weather conditions
2000,08,CO,CORAL Colombia,19,13,Engine Failure
2000,00,US,Win Win Aviation,3,1,Pilot Error
2000,07,IN,Indian Airlines/Alliance Airlines,58,55,Control
2000,00,US,Airwave Transport,2,2,Control
2000,13,BS,Allied Air Freight,2,2,Engine Failure
2000,10,US,Blue Hawaiian Helicopters,7,7,Accident
2000,16,FR,Air France,109,109,Control
2000,,JO,Military - Royal Jordanian Air Force,13,13,Weather conditions
2000,10,NP,Royal Nepal Airlines,25,25,Weather conditions
2000,08,BR,Air taxi - Lider Air Taxi,6,6,Accident
2000,15,CL,Military - Fuerza Aérea de Chile,14,14,Pilot Error
2000,08,US,Patuxent Airways / Private,11,11,Pilot Error
2000,,CG,Staer Air,27,27,Landing
2000,23,US,RCMP-GRC Air Services,2,2,Control
2000,08,GE,Air Taxi,3,3,Pilot Error
2000,19,BH,Gulf Air,143,143,Pilot Error
2000,17,US,Big Island Airlines,9,1,Landing
2000,12,CR,SANSA,10,10,Pilot Error
2000,,CO,Military - Fuerza Aérea Colombiana,7,7,Flew into Mt. Montezuma.
2000,15,AU,Charter - Central Air,8,8,Pilot Error
2000,09,LK,Military - Sri Lanka Air Force,14,14,Control
2000,15,US,Cape Smythe Air Service,10,5,Landing
2000,16,MX,Aeromexico,88,0,Shot Down
2000,15,US,Summit Air Charters,3,3,Control
2000,09,US,Empire Airlines,1,1,Pilot Error
2000,14,US,Bombardier Aerospace,3,2,Terrorist Acts
2000,17,US,Private,3,3,Engine Failure
2000,12,US,Lao Aviation,17,8,Accident
2000,18,US,Military - Russian Air Force,86,86,Landing
2000,23,US,Singapore Airlines,179,83,Pilot Error
2000,11,AO,Aca-Ancargo,44,44,Shot Down
2000,,US,Malu Aviation,11,2,Pilot Error
2000,01,US,Superior Aviation,1,1,Pilot Error
2000,13,AO,Asa Pesada,57,57,Engine Failure
2000,12,US,American Airlines,114,1,Landing
2000,06,ES,Mayoral Executive Jet,2,1,"During the approach, the plane, on a positioning flight, hit electrilines, then the ground and finally an unoccupied building."
2000,14,US,Servicio Aereo Manchupo,6,6,Runway overshoot or undershoot
2001,,CN,Military - People's Liberation Army,16,16,Two Antonov 12 planes collided in midair killing all aboard and 6 on the ground.
2001,,ID,Military - Tentara Nasional Indonesia Navy,9,9,"Struck Timika Peak at 11,800 ft. shortly after taking off."
2001,17,US,Skydive Salt Lake - Charter,9,9,Pilot Error
2001,21,US,MajestiAir Cargo,2,2,Weather conditions
2001,18,US,Rutaca Airlines,24,24,Pilot Error
2001,17,US,North Bay Charter,10,10,
2001,16,CO,Lineas Aereas Suramericanas,6,3,Control
2001,19,US,Northern Illinois Flight Center,6,2,Pilot Error
2001,15,DE,E.A.S. Aeroservizi,3,3,Engine Failure
2001,,SR,Gum Air Charter,10,10,Accident
2001,17,US,Loganair,2,2,Engine Failure
